Date,Region,City,Customer Type,Channel,Product,Category,Unit Price,Quantity,Sales Rep,Cost Price
2025-02-10,North,Lagos,Corporate,Online,Laptop A13,Electronics,420000,8,Aisha,336000
2025-01-26,South,Kano,Corporate,Online,Printer P50,Electronics,150000,1,Aisha,120000
2025-03-12,South,Lagos,Retail,Online,Microwave M20,Home Appliances,60000,7,Peter,48000
2025-02-01,South,Lagos,Retail,Store,Laptop A13,Electronics,420000,9,Aisha,336000
2025-03-29,East,Kano,Corporate,Store,Laptop A13,Electronics,420000,6,David,336000
2025-01-02,East,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,9,Aisha,240000
2025-02-12,North,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,5,Grace,144000
2025-01-20,South,Kano,Retail,Store,Printer P50,Electronics,150000,5,Musa,120000
2025-01-30,East,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,85000,9,Musa,68000
2025-02-01,West,Abuja,Corporate,Online,Laptop A13,Electronics,420000,5,Grace,336000
2025-03-20,East,Lagos,Retail,Store,Sofa Classic,Furniture,320000,4,Musa,256000
2025-03-25,East,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,4,Musa,24000
2025-01-18,South,Abuja,Corporate,Store,Printer P50,Electronics,150000,3,Aisha,120000
2025-02-13,West,Lagos,Retail,Online,Refrigerator R55,Home Appliances,220000,7,Chidinma,176000
2025-01-14,East,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,10,Peter,144000
2025-03-11,West,Abuja,Corporate,Online,Office Chair Pro,Furniture,85000,7,David,68000
2025-02-16,East,Lagos,Retail,Online,Blender B10,Home Appliances,30000,3,David,24000
2025-01-12,North,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,320000,9,Aisha,256000
2025-02-11,West,Lagos,Retail,Store,Printer P50,Electronics,150000,2,David,120000
2025-02-15,East,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,8,Aisha,144000
2025-02-08,East,Lagos,Corporate,Store,Office Chair Pro,Furniture,85000,7,Chidinma,68000
2025-04-27,West,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,8,Grace,144000
2025-02-26,North,Port Harcourt,Corporate,Online,Refrigerator R55,Home Appliances,220000,5,Grace,176000
2025-02-13,North,Kano,Retail,Online,Desktop PC D21,Electronics,300000,5,Aisha,240000
2025-04-07,North,Abuja,Retail,Store,Smartphone Z10,Electronics,250000,7,Chidinma,200000
2025-01-06,West,Abuja,Corporate,Store,Microwave M20,Home Appliances,60000,7,Aisha,48000
2025-03-27,East,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture,85000,2,Peter,68000
2025-01-07,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,60000,2,Grace,48000
2025-01-10,East,Abuja,Corporate,Online,Blender B10,Home Appliances,30000,10,Grace,24000
2025-03-23,North,Lagos,Corporate,Store,Laptop A13,Electronics,420000,8,David,336000
2025-04-03,West,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,2,Aisha,48000
2025-03-14,South,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,8,Grace,68000
2025-02-13,West,Port Harcourt,Retail,Store,Laptop A13,Electronics,420000,7,Peter,336000
2025-02-23,East,Abuja,Retail,Store,Desktop PC D21,Electronics,300000,6,Grace,240000
2025-03-20,North,Port Harcourt,Retail,Online,Laptop A13,Electronics,420000,2,Aisha,336000
2025-04-06,North,Port Harcourt,Corporate,Online,Desktop PC D21,Electronics,300000,8,Peter,240000
2025-03-15,North,Kano,Retail,Online,Smartphone Z10,Electronics,250000,5,Peter,200000
2025-02-21,East,Abuja,Corporate,Store,Laptop A13,Electronics,420000,5,Peter,336000
2025-02-08,East,Kano,Corporate,Online,Laptop A13,Electronics,420000,10,David,336000
2025-04-20,North,Kano,Retail,Online,Sofa Classic,Furniture,320000,1,Musa,256000
2025-02-26,South,Abuja,Retail,Online,Sofa Classic,Furniture,320000,1,Peter,256000
2025-04-30,North,Kano,Corporate,Store,Printer P50,Electronics,150000,1,Grace,120000
2025-01-06,East,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,10,Musa,144000
2025-04-29,North,Kano,Retail,Store,Laptop A13,Electronics,420000,3,David,336000
2025-03-01,North,Abuja,Retail,Online,Refrigerator R55,Home Appliances,220000,10,Grace,176000
2025-03-27,East,Abuja,Corporate,Store,Laptop A13,Electronics,420000,9,Peter,336000
2025-02-21,West,Abuja,Retail,Store,Blender B10,Home Appliances,30000,6,Grace,24000
2025-04-30,North,Port Harcourt,Retail,Store,Smartphone Z10,Electronics,250000,10,David,200000
2025-01-08,East,Kano,Retail,Store,Office Chair Pro,Furniture,85000,6,Grace,68000
2025-03-03,North,Lagos,Corporate,Store,Laptop A13,Electronics,420000,3,Aisha,336000
2025-02-15,East,Abuja,Retail,Online,Printer P50,Electronics,150000,8,Chidinma,120000
2025-01-07,West,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,5,Peter,48000
2025-02-04,West,Kano,Corporate,Store,Sofa Classic,Furniture,320000,9,Aisha,256000
2025-01-27,West,Lagos,Corporate,Online,Laptop A13,Electronics,420000,5,Chidinma,336000
2025-01-03,North,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,9,Musa,48000
2025-02-24,South,Lagos,Retail,Online,Laptop A13,Electronics,420000,1,Grace,336000
2025-01-10,East,Abuja,Retail,Online,Printer P50,Electronics,150000,9,Aisha,120000
2025-04-27,South,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,7,Chidinma,176000
2025-02-06,North,Port Harcourt,Retail,Store,Sofa Classic,Furniture,320000,3,Peter,256000
2025-02-18,South,Lagos,Corporate,Online,Sofa Classic,Furniture,320000,8,Aisha,256000
2025-01-25,South,Kano,Corporate,Online,Printer P50,Electronics,150000,3,Aisha,120000
2025-04-01,West,Abuja,Retail,Online,Smartphone Z10,Electronics,250000,9,Chidinma,200000
2025-02-17,West,Lagos,Retail,Store,Laptop A13,Electronics,420000,7,Musa,336000
2025-03-13,West,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,250000,10,David,200000
2025-04-02,East,Kano,Retail,Online,Microwave M20,Home Appliances,60000,4,David,48000
2025-03-11,North,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,4,Chidinma,200000
2025-02-10,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,3,Grace,240000
2025-03-29,South,Lagos,Corporate,Online,Laptop A13,Electronics,420000,9,Aisha,336000
2025-03-08,South,Lagos,Corporate,Online,Laptop A13,Electronics,420000,7,Musa,336000
2025-02-08,East,Kano,Retail,Online,Refrigerator R55,Home Appliances,220000,9,Grace,176000
2025-02-11,East,Abuja,Corporate,Online,Office Chair Pro,Furniture,85000,8,Musa,68000
2025-01-19,South,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,85000,5,Peter,68000
2025-04-04,South,Abuja,Retail,Store,Smartphone Z10,Electronics,250000,6,Grace,200000
2025-04-21,East,Kano,Corporate,Store,Blender B10,Home Appliances,30000,8,Grace,24000
2025-02-21,North,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,6,Aisha,200000
2025-03-28,South,Lagos,Corporate,Store,Sofa Classic,Furniture,320000,10,Peter,256000
2025-03-18,East,Abuja,Retail,Store,Blender B10,Home Appliances,30000,4,Peter,24000
2025-02-08,South,Abuja,Retail,Store,Office Chair Pro,Furniture,85000,10,Chidinma,68000
2025-04-15,North,Abuja,Corporate,Store,Smartphone Z10,Electronics,250000,6,Musa,200000
2025-01-12,South,Lagos,Retail,Store,Microwave M20,Home Appliances,60000,10,David,48000
2025-02-05,East,Lagos,Retail,Store,Desktop PC D21,Electronics,300000,3,David,240000
2025-01-17,West,Abuja,Retail,Store,Printer P50,Electronics,150000,10,Grace,120000
2025-03-30,South,Lagos,Corporate,Store,Blender B10,Home Appliances,30000,7,Peter,24000
2025-01-14,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,9,Aisha,240000
2025-01-03,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,4,Musa,176000
2025-01-25,East,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,9,Chidinma,200000
2025-01-10,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,300000,4,Grace,240000
2025-01-01,West,Port Harcourt,Retail,Store,Microwave M20,Home Appliances,60000,10,Aisha,48000
2025-03-17,North,Kano,Corporate,Online,Laptop A13,Electronics,420000,10,Musa,336000
2025-03-22,West,Kano,Retail,Store,Printer P50,Electronics,150000,1,Grace,120000
2025-02-19,South,Kano,Retail,Store,Smartphone Z10,Electronics,250000,7,David,200000
2025-04-12,South,Abuja,Retail,Store,Desktop PC D21,Electronics,300000,9,Musa,240000
2025-03-22,North,Port Harcourt,Retail,Store,Printer P50,Electronics,150000,2,Aisha,120000
2025-04-11,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,220000,9,David,176000
2025-03-26,North,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,5,Chidinma,48000
2025-02-20,West,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,180000,6,Peter,144000
2025-02-22,East,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,250000,10,Chidinma,200000
2025-03-27,East,Abuja,Retail,Store,Office Chair Pro,Furniture,85000,1,Aisha,68000
2025-03-08,North,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,250000,9,David,200000
2025-04-09,East,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,2,David,200000
2025-02-02,South,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,1,Grace,200000
2025-02-03,West,Port Harcourt,Corporate,Store,Desktop PC D21,Electronics,300000,9,Musa,240000
2025-03-08,West,Lagos,Corporate,Online,Sofa Classic,Furniture,320000,10,David,256000
2025-01-08,South,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,9,Aisha,144000
2025-04-14,South,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,1,Grace,200000
2025-03-31,South,Abuja,Corporate,Online,Office Chair Pro,Furniture,85000,7,Grace,68000
2025-04-20,West,Port Harcourt,Retail,Store,Blender B10,Home Appliances,30000,6,Musa,24000
2025-01-29,West,Lagos,Retail,Store,Blender B10,Home Appliances,30000,6,David,24000
2025-03-23,West,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,320000,2,Aisha,256000
2025-01-25,West,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,6,David,48000
2025-03-12,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,220000,10,Grace,176000
2025-04-10,West,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,6,Grace,48000
2025-01-01,West,Kano,Retail,Online,Refrigerator R55,Home Appliances,220000,7,Aisha,176000
2025-01-20,East,Lagos,Corporate,Store,Laptop A13,Electronics,420000,8,Aisha,336000
2025-01-06,East,Lagos,Retail,Store,Laptop A13,Electronics,420000,1,Grace,336000
2025-03-12,East,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,250000,9,Aisha,200000
2025-02-28,North,Abuja,Retail,Online,Blender B10,Home Appliances,30000,3,David,24000
2025-05-01,North,Kano,Retail,Online,Sofa Classic,Furniture,320000,1,Grace,256000
2025-02-02,West,Abuja,Corporate,Online,Sofa Classic,Furniture,320000,10,Musa,256000
2025-04-16,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,4,Musa,144000
2025-03-03,West,Lagos,Retail,Store,Laptop A13,Electronics,420000,5,Aisha,336000
2025-03-19,North,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,5,David,48000
2025-02-10,North,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,9,Aisha,48000
2025-01-19,East,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,10,David,240000
2025-04-28,South,Abuja,Retail,Store,Laptop A13,Electronics,420000,8,Grace,336000
2025-03-09,South,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,180000,4,David,144000
2025-02-13,East,Kano,Retail,Store,Blender B10,Home Appliances,30000,5,Aisha,24000
2025-01-28,North,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,3,David,200000
2025-03-24,East,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,8,Musa,68000
2025-01-31,South,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,60000,8,Aisha,48000
2025-03-12,South,Port Harcourt,Corporate,Store,Printer P50,Electronics,150000,5,Chidinma,120000
2025-03-07,North,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,320000,9,Peter,256000
2025-02-13,North,Abuja,Corporate,Online,Laptop A13,Electronics,420000,7,Chidinma,336000
2025-04-16,South,Kano,Corporate,Store,Microwave M20,Home Appliances,60000,6,Aisha,48000
2025-03-10,North,Port Harcourt,Retail,Store,Printer P50,Electronics,150000,7,Grace,120000
2025-03-15,East,Kano,Retail,Store,Sofa Classic,Furniture,320000,10,Musa,256000
2025-03-16,East,Port Harcourt,Corporate,Online,Desktop PC D21,Electronics,300000,8,David,240000
2025-01-15,West,Port Harcourt,Retail,Online,Laptop A13,Electronics,420000,5,Peter,336000
2025-04-26,East,Kano,Retail,Store,Refrigerator R55,Home Appliances,220000,5,Chidinma,176000
2025-04-06,West,Port Harcourt,Corporate,Store,Sofa Classic,Furniture,320000,3,David,256000
2025-04-16,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,180000,9,Grace,144000
2025-03-30,North,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,1,Grace,240000
2025-04-03,North,Kano,Retail,Store,Refrigerator R55,Home Appliances,220000,7,Grace,176000
2025-03-25,East,Lagos,Corporate,Store,Office Chair Pro,Furniture,85000,9,David,68000
2025-02-07,East,Lagos,Retail,Online,Office Chair Pro,Furniture,85000,4,Musa,68000
2025-03-30,East,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,8,Musa,48000
2025-01-24,South,Lagos,Corporate,Store,Printer P50,Electronics,150000,6,Peter,120000
2025-04-02,East,Kano,Corporate,Online,Office Chair Pro,Furniture,85000,10,Musa,68000
2025-04-12,West,Lagos,Corporate,Store,Office Chair Pro,Furniture,85000,3,Grace,68000
2025-03-26,West,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,8,Peter,240000
2025-02-25,West,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,6,Aisha,336000
2025-01-18,South,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,3,David,200000
2025-03-11,West,Abuja,Retail,Store,Smartphone Z10,Electronics,250000,8,Musa,200000
2025-01-08,North,Lagos,Corporate,Online,Office Chair Pro,Furniture,85000,3,Musa,68000
2025-03-27,North,Abuja,Corporate,Online,Blender B10,Home Appliances,30000,7,Musa,24000
2025-01-16,East,Kano,Retail,Store,Microwave M20,Home Appliances,60000,7,Peter,48000
2025-01-07,South,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,220000,10,David,176000
2025-04-02,South,Lagos,Retail,Store,Smartphone Z10,Electronics,250000,5,Grace,200000
2025-04-09,South,Abuja,Retail,Online,Office Chair Pro,Furniture,85000,7,Grace,68000
2025-04-30,West,Lagos,Corporate,Online,Printer P50,Electronics,150000,4,Musa,120000
2025-04-02,South,Abuja,Retail,Online,Laptop A13,Electronics,420000,5,David,336000
2025-02-15,East,Kano,Retail,Online,Microwave M20,Home Appliances,60000,5,Chidinma,48000
2025-02-18,South,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,10,David,200000
2025-04-02,West,Lagos,Retail,Online,Microwave M20,Home Appliances,60000,3,David,48000
2025-01-12,West,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,220000,5,Aisha,176000
2025-04-20,South,Port Harcourt,Corporate,Store,Laptop A13,Electronics,420000,3,Musa,336000
2025-03-17,West,Lagos,Corporate,Store,Microwave M20,Home Appliances,60000,7,Peter,48000
2025-03-03,West,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,220000,8,Musa,176000
2025-05-01,West,Abuja,Corporate,Store,Smartphone Z10,Electronics,250000,6,Aisha,200000
2025-04-24,West,Lagos,Corporate,Online,Printer P50,Electronics,150000,5,Musa,120000
2025-01-20,North,Lagos,Corporate,Online,Office Chair Pro,Furniture,85000,2,Peter,68000
2025-02-07,South,Port Harcourt,Corporate,Store,Office Chair Pro,Furniture,85000,6,David,68000
2025-01-04,West,Abuja,Corporate,Online,Printer P50,Electronics,150000,5,Peter,120000
2025-01-10,West,Kano,Corporate,Store,Laptop A13,Electronics,420000,4,Aisha,336000
2025-04-14,East,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,6,Grace,240000
2025-03-12,North,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,60000,2,Aisha,48000
2025-01-20,North,Abuja,Corporate,Online,Office Chair Pro,Furniture,85000,5,Peter,68000
2025-04-23,West,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,3,David,48000
2025-02-12,North,Abuja,Corporate,Online,Office Chair Pro,Furniture,85000,7,Peter,68000
2025-04-04,North,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,5,Grace,144000
2025-03-23,East,Lagos,Retail,Online,Laptop A13,Electronics,420000,5,Musa,336000
2025-04-10,East,Abuja,Corporate,Store,Office Chair Pro,Furniture,85000,6,Musa,68000
2025-03-05,North,Port Harcourt,Retail,Store,Laptop A13,Electronics,420000,7,Chidinma,336000
2025-02-02,South,Abuja,Corporate,Online,Laptop A13,Electronics,420000,9,Grace,336000
2025-02-18,West,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,3,Aisha,240000
2025-01-10,East,Kano,Retail,Online,Office Chair Pro,Furniture,85000,9,Aisha,68000
2025-03-02,South,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,220000,7,Peter,176000
2025-04-07,West,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,10,Chidinma,240000
2025-04-13,West,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,85000,8,Aisha,68000
2025-02-13,East,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,3,Aisha,24000
2025-02-11,South,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,8,Peter,68000
2025-02-09,West,Kano,Retail,Store,Air Conditioner X2,Home Appliances,180000,3,Peter,144000
2025-03-25,North,Port Harcourt,Retail,Online,Refrigerator R55,Home Appliances,220000,7,Aisha,176000
2025-03-09,North,Kano,Retail,Online,Air Conditioner X2,Home Appliances,180000,8,Grace,144000
2025-03-22,South,Abuja,Retail,Online,Blender B10,Home Appliances,30000,1,Musa,24000
2025-02-18,East,Lagos,Retail,Online,Blender B10,Home Appliances,30000,8,Peter,24000
2025-02-15,South,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,180000,3,Grace,144000
2025-02-25,South,Lagos,Retail,Store,Office Chair Pro,Furniture,85000,7,David,68000
2025-03-29,West,Lagos,Retail,Store,Blender B10,Home Appliances,30000,7,Musa,24000
2025-03-10,North,Abuja,Retail,Store,Microwave M20,Home Appliances,60000,3,Musa,48000
2025-02-01,North,Abuja,Retail,Store,Office Chair Pro,Furniture,85000,5,Chidinma,68000
2025-02-15,East,Abuja,Corporate,Online,Laptop A13,Electronics,420000,1,Chidinma,336000
2025-04-07,South,Kano,Corporate,Store,Blender B10,Home Appliances,30000,5,Chidinma,24000
2025-04-02,West,Kano,Retail,Online,Smartphone Z10,Electronics,250000,9,Peter,200000
2025-01-20,North,Lagos,Corporate,Online,Printer P50,Electronics,150000,3,Grace,120000
2025-01-19,East,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,5,Grace,240000
2025-01-10,West,Port Harcourt,Retail,Store,Sofa Classic,Furniture,320000,5,Chidinma,256000
2025-01-02,West,Abuja,Corporate,Store,Office Chair Pro,Furniture,85000,10,Aisha,68000
2025-01-24,West,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,3,Aisha,144000
2025-03-02,East,Abuja,Corporate,Store,Blender B10,Home Appliances,30000,3,Grace,24000
2025-01-03,North,Lagos,Retail,Store,Printer P50,Electronics,150000,5,Aisha,120000
2025-02-28,North,Kano,Retail,Online,Desktop PC D21,Electronics,300000,4,Peter,240000
2025-01-29,East,Kano,Corporate,Store,Blender B10,Home Appliances,30000,8,Aisha,24000
2025-02-26,West,Port Harcourt,Retail,Store,Refrigerator R55,Home Appliances,220000,10,David,176000
2025-03-09,South,Kano,Retail,Online,Blender B10,Home Appliances,30000,10,Musa,24000
2025-04-25,East,Lagos,Corporate,Store,Smartphone Z10,Electronics,250000,5,Chidinma,200000
2025-02-08,South,Lagos,Corporate,Store,Printer P50,Electronics,150000,8,Chidinma,120000
2025-04-28,South,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,85000,1,Chidinma,68000
2025-05-01,East,Kano,Retail,Online,Refrigerator R55,Home Appliances,220000,2,Aisha,176000
2025-01-28,South,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,9,Musa,48000
2025-02-17,North,Kano,Retail,Online,Smartphone Z10,Electronics,250000,9,Peter,200000
2025-03-25,East,Port Harcourt,Retail,Store,Office Chair Pro,Furniture,85000,7,Aisha,68000
2025-04-26,South,Kano,Retail,Store,Printer P50,Electronics,150000,7,Peter,120000
2025-02-26,East,Kano,Corporate,Online,Blender B10,Home Appliances,30000,3,David,24000
2025-04-23,East,Kano,Corporate,Store,Blender B10,Home Appliances,30000,3,Grace,24000
2025-02-23,North,Abuja,Retail,Online,Blender B10,Home Appliances,30000,4,Aisha,24000
2025-04-22,South,Lagos,Retail,Store,Microwave M20,Home Appliances,60000,9,David,48000
2025-01-27,South,Abuja,Corporate,Online,Microwave M20,Home Appliances,60000,9,Peter,48000
2025-03-31,South,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,2,Musa,336000
2025-03-11,North,Kano,Retail,Store,Sofa Classic,Furniture,320000,1,Grace,256000
2025-01-02,West,Port Harcourt,Retail,Store,Blender B10,Home Appliances,30000,5,David,24000
2025-03-02,West,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,5,Grace,68000
2025-01-16,West,Kano,Corporate,Online,Laptop A13,Electronics,420000,10,Peter,336000
2025-03-14,East,Port Harcourt,Corporate,Online,Smartphone Z10,Electronics,250000,8,Aisha,200000
2025-03-25,West,Lagos,Corporate,Store,Smartphone Z10,Electronics,250000,10,Peter,200000
2025-02-11,East,Lagos,Corporate,Store,Printer P50,Electronics,150000,4,Musa,120000
2025-02-01,East,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,6,Musa,144000
2025-04-30,East,Kano,Corporate,Store,Blender B10,Home Appliances,30000,6,Musa,24000
2025-02-08,West,Lagos,Corporate,Online,Smartphone Z10,Electronics,250000,5,Peter,200000
2025-02-02,South,Lagos,Corporate,Online,Sofa Classic,Furniture,320000,2,Grace,256000
2025-02-10,East,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,10,Peter,240000
2025-01-24,West,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,7,Aisha,240000
2025-01-12,North,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,1,Grace,144000
2025-02-25,East,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,10,Chidinma,240000
2025-04-20,West,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,7,Aisha,144000
2025-01-27,West,Lagos,Corporate,Online,Blender B10,Home Appliances,30000,7,Musa,24000
2025-01-28,East,Port Harcourt,Corporate,Online,Blender B10,Home Appliances,30000,6,David,24000
2025-02-23,East,Lagos,Corporate,Online,Office Chair Pro,Furniture,85000,7,Peter,68000
2025-04-15,East,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,250000,3,Peter,200000
2025-02-20,West,Lagos,Corporate,Online,Sofa Classic,Furniture,320000,7,Musa,256000
2025-01-11,South,Kano,Corporate,Store,Blender B10,Home Appliances,30000,7,Peter,24000
2025-03-14,West,Kano,Corporate,Online,Sofa Classic,Furniture,320000,8,Chidinma,256000
2025-04-25,North,Abuja,Corporate,Online,Sofa Classic,Furniture,320000,7,Aisha,256000
2025-04-23,East,Lagos,Corporate,Store,Microwave M20,Home Appliances,60000,2,Musa,48000
2025-03-05,West,Port Harcourt,Corporate,Store,Refrigerator R55,Home Appliances,220000,8,Aisha,176000
2025-01-27,South,Kano,Corporate,Online,Microwave M20,Home Appliances,60000,2,Musa,48000
2025-04-06,West,Kano,Corporate,Online,Sofa Classic,Furniture,320000,2,Grace,256000
2025-04-15,East,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,2,Peter,24000
2025-04-05,North,Lagos,Corporate,Store,Blender B10,Home Appliances,30000,7,Peter,24000
2025-03-12,North,Port Harcourt,Corporate,Store,Smartphone Z10,Electronics,250000,10,Peter,200000
2025-04-21,East,Abuja,Corporate,Store,Desktop PC D21,Electronics,300000,9,Musa,240000
2025-03-04,South,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,6,Aisha,68000
2025-01-30,West,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,4,Chidinma,24000
2025-03-29,South,Abuja,Corporate,Online,Desktop PC D21,Electronics,300000,4,Chidinma,240000
2025-02-09,South,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,5,Peter,176000
2025-01-22,East,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,4,Peter,176000
2025-01-23,East,Abuja,Corporate,Online,Blender B10,Home Appliances,30000,1,Grace,24000
2025-02-12,South,Lagos,Retail,Online,Laptop A13,Electronics,420000,9,David,336000
2025-04-13,West,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,6,David,48000
2025-01-27,West,Abuja,Retail,Online,Air Conditioner X2,Home Appliances,180000,2,Musa,144000
2025-04-16,East,Lagos,Retail,Online,Office Chair Pro,Furniture,85000,1,David,68000
2025-02-13,West,Kano,Retail,Store,Smartphone Z10,Electronics,250000,2,Chidinma,200000
2025-01-13,North,Abuja,Retail,Store,Blender B10,Home Appliances,30000,7,Peter,24000
2025-04-24,West,Lagos,Retail,Store,Laptop A13,Electronics,420000,9,Peter,336000
2025-01-19,South,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,7,David,48000
2025-04-01,North,Kano,Retail,Store,Desktop PC D21,Electronics,300000,7,Peter,240000
2025-03-03,East,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,9,Grace,120000
2025-02-05,South,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,7,Musa,240000
2025-01-24,West,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,1,Aisha,200000
2025-01-11,West,Lagos,Corporate,Online,Smartphone Z10,Electronics,250000,6,Musa,200000
2025-01-18,East,Kano,Corporate,Store,Laptop A13,Electronics,420000,9,Grace,336000
2025-03-14,South,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,6,David,144000
2025-01-11,South,Kano,Corporate,Online,Office Chair Pro,Furniture,85000,5,Grace,68000
2025-04-30,West,Kano,Corporate,Online,Refrigerator R55,Home Appliances,220000,5,Grace,176000
2025-03-18,East,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,8,Aisha,48000
2025-01-06,East,Abuja,Corporate,Store,Office Chair Pro,Furniture,85000,10,Peter,68000
2025-02-17,North,Lagos,Retail,Store,Blender B10,Home Appliances,30000,6,Grace,24000
2025-04-07,West,Lagos,Corporate,Store,Sofa Classic,Furniture,320000,10,David,256000
2025-04-19,South,Abuja,Corporate,Store,Microwave M20,Home Appliances,60000,2,David,48000
2025-04-11,East,Lagos,Corporate,Store,Laptop A13,Electronics,420000,3,Chidinma,336000
2025-03-09,East,Lagos,Retail,Online,Printer P50,Electronics,150000,5,Musa,120000
2025-02-18,South,Lagos,Retail,Store,Printer P50,Electronics,150000,9,Peter,120000
